,SAMPLE_1,SAMPLE_2,SAMPLE_3,SAMPLE_4,SAMPLE_5,MEAN,SD
0,0.1461695350405553,0.1789130461107954,0.22272527786656526,0.2074821239541219,0.13752754995488892,0.17856350658538536,0.037148316853249576
1,0.18111883309989463,0.20420980520528276,0.23559968797817865,0.24525410713423146,0.1761647439311853,0.20846943546975458,0.03122080903027867
2,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
3,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
4,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
5,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
6,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
7,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
8,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
9,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
10,0.1461695350405553,0.1789130461107954,0.22272527786656526,0.2074821239541219,0.13752754995488892,0.17856350658538536,0.037148316853249576
11,0.18111883309989463,0.20420980520528276,0.23559968797817865,0.24525410713423146,0.1761647439311853,0.20846943546975458,0.03122080903027867
12,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
13,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
14,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
15,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
16,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
17,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
18,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
19,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
20,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
21,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
22,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
23,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
24,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
25,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
26,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
27,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
28,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
29,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
30,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
31,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
32,0.18111883309989463,0.20420980520528276,0.2454085007106882,0.24865980632864582,0.18712182600430083,0.21330375426976245,0.03195632796967739
