,SAMPLE_1,SAMPLE_2,SAMPLE_3,SAMPLE_4,SAMPLE_5,MEAN,SD
0,0.3120574163770454,0.3040688985913347,0.31783500719501856,0.3380198797767674,0.2616391894718859,0.30672407828241044,0.02815591237180999
1,0.322718928765816,0.31935299519291926,0.32926153727061314,0.34986131173761537,0.2763226822772771,0.3195034910488482,0.026887546735983488
2,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
3,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
4,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
5,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
6,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
7,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
8,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
9,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
10,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
11,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
12,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
13,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247548,0.2051604270866052,0.2426988029595169,0.026089702282324764
14,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
15,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
16,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247548,0.2051604270866052,0.2426988029595169,0.026089702282324764
17,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
18,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
19,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
20,0.18819860880179606,0.2273175539532849,0.22697698310415737,0.2573662886197554,0.16823292082863694,0.21361847106152615,0.03530582042816125
21,0.22032560534091894,0.22948794694305075,0.24827075812110622,0.25966376442740924,0.1942461400129728,0.2303988429690916,0.025422228256387958
22,0.23669535115285267,0.23597434475426626,0.25419441966998013,0.2719720262685891,0.19255945659637586,0.23827911968841278,0.029523789690876524
23,0.22799386001473054,0.23840133598472335,0.2603646766739993,0.2670077637085291,0.19047743429592545,0.23684901413558154,0.030387840639297878
24,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
25,0.23589683790354143,0.24809962533996288,0.25767019878464914,0.2727837548637212,0.21095252508787088,0.24508058839594912,0.02336741472872357
26,0.2404357934126674,0.2504313708191124,0.257460309358286,0.2744850731490972,0.21206505969395184,0.24697552128662298,0.023130918106788433
27,0.24256453146647883,0.2512104013743537,0.25643137852087106,0.2774062729419522,0.2138726345099522,0.24829704376272158,0.023129547809936715
28,0.2446258632978845,0.2527053800178708,0.25872780621171276,0.27742736164409376,0.21419330940640913,0.24953594411559415,0.023160729405100392
29,0.24530442950331577,0.2526665398549901,0.2601286111652411,0.2768237872823269,0.21422535018809485,0.24982974359879373,0.02308107329797208
30,0.24523786018209093,0.2517258834850663,0.26154501068637526,0.2782945946501644,0.21170572626400075,0.24970181505353956,0.02462485957965615
31,0.2454457864936116,0.25249285062500193,0.26228439539371706,0.2804956456600878,0.2140245950350993,0.2509486546415035,0.02448252424465011
32,0.24293998496630398,0.25194233343592876,0.2614614071397884,0.27971694336816055,0.2136919912209102,0.2499505320262184,0.024425070697559434
33,0.18819860880179606,0.2273175539532849,0.22697698310415737,0.2573662886197554,0.16823292082863694,0.21361847106152615,0.03530582042816125
34,0.22032560534091894,0.22948794694305075,0.24827075812110622,0.25966376442740924,0.1942461400129728,0.2303988429690916,0.025422228256387958
35,0.23669535115285267,0.23597434475426615,0.25419441966998013,0.2719720262685891,0.19255945659637586,0.23827911968841278,0.029523789690876528
36,0.22799386001473054,0.23840133598472335,0.2603646766739993,0.2670077637085291,0.19047743429592545,0.23684901413558154,0.030387840639297878
37,0.23120928798144602,0.24476470186898214,0.2600736806357965,0.2722859172247549,0.2051604270866052,0.24269880295951696,0.026089702282324795
38,0.23589683790354143,0.24809962533996288,0.25767019878464914,0.2727837548637212,0.21095252508787088,0.24508058839594912,0.02336741472872357
39,0.2404357934126674,0.2504313708191124,0.257460309358286,0.2744850731490972,0.21206505969395184,0.24697552128662298,0.023130918106788433
40,0.24256453146647894,0.2512104013743537,0.25643137852087106,0.2774062729419522,0.2138726345099522,0.2482970437627216,0.02312954780993671
